broad_region_value,broad_region,specific_region_value,specific_region,place_value,place
20000,Mainland North America,21900,Other North America,21906,"Washington, DC"
20000,Mainland North America,21900,Other North America,21907,Arkansas (port unknown)
20000,Mainland North America,21900,Other North America,21908,"Batesville, AR"
20000,Mainland North America,21900,Other North America,21909,Albany
20000,Mainland North America,21900,Other North America,21911,Cape Breton
20000,Mainland North America,21900,Other North America,21912,"Columbus, MO"
20000,Mainland North America,21900,Other North America,21913,Missouri - place unspecified
20000,Mainland North America,21900,Other North America,21914,"St.Louis, MO"
20000,Mainland North America,21900,Other North America,21915,"Franklin, MO"
20000,Mainland North America,21900,Other North America,21919,Ohio - place unspecified
20000,Mainland North America,21900,Other North America,21920,Indiana - place unspecified
20000,Mainland North America,21900,Other North America,21921,Greensboro
20000,Mainland North America,21900,Other North America,21922,"Quincy, OH"
20000,Mainland North America,21900,Other North America,21923,California - place unspecified
20000,Mainland North America,21900,Other North America,21924,"Paris, MO"
20000,Mainland North America,21900,Other North America,21925,"Cincinatti, OH"
20000,Mainland North America,21900,Other North America,21926,Vermont - place unspecified
20000,Mainland North America,21900,Other North America,21927,"Camden, AR"
20000,Mainland North America,21900,Other North America,21928,"Rock Creek, IL"
20000,Mainland North America,21900,Other North America,21929,"Charleston, WV"
20000,Mainland North America,21900,Other North America,21999,"USA, location unspecified"
20000,Mainland North America,22000,Tennessee,22001,Nashville
20000,Mainland North America,22000,Tennessee,22002,Fayetteville
20000,Mainland North America,22000,Tennessee,22004,Memphis
20000,Mainland North America,22000,Tennessee,22005,Giles County
20000,Mainland North America,22000,Tennessee,22006,Jackson County
20000,Mainland North America,22000,Tennessee,22007,Shelby County
20000,Mainland North America,22000,Tennessee,22099,"Tennessee, port unspecified"
20000,Mainland North America,22100,Texas,22101,Woodville
20000,Mainland North America,22100,Texas,22102,Galveston
20000,Mainland North America,22100,Texas,22103,Montgomery County
20000,Mainland North America,22100,Texas,22104,Anderson
20000,Mainland North America,22100,Texas,22105,Austin
20000,Mainland North America,22100,Texas,22106,Aransas
20000,Mainland North America,22100,Texas,22107,Houston
20000,Mainland North America,22100,Texas,22108,Aransas Bay
20000,Mainland North America,22100,Texas,22109,Independence
20000,Mainland North America,22100,Texas,22110,Brazos
20000,Mainland North America,22100,Texas,22111,Brazos River
20000,Mainland North America,22100,Texas,22112,Brazos Santiago
20000,Mainland North America,22100,Texas,22113,Bastrop
20000,Mainland North America,22100,Texas,22114,Comal County
20000,Mainland North America,22100,Texas,22115,Centreville
20000,Mainland North America,22100,Texas,22116,Clinton
20000,Mainland North America,22100,Texas,22117,Columbia
20000,Mainland North America,22100,Texas,22118,Cuero
20000,Mainland North America,22100,Texas,22119,Fayette County
20000,Mainland North America,22100,Texas,22120,Fort Graham
20000,Mainland North America,22100,Texas,22121,Foster County
20000,Mainland North America,22100,Texas,22122,Freestone County
20000,Mainland North America,22100,Texas,22123,Goliad
20000,Mainland North America,22100,Texas,22124,Gonzales
20000,Mainland North America,22100,Texas,22126,Grimes County
20000,Mainland North America,22100,Texas,22127,Guadalupe
20000,Mainland North America,22100,Texas,22128,Harris County
20000,Mainland North America,22100,Texas,22129,"Henderson, Rusk County"
20000,Mainland North America,22100,Texas,22130,Huntsville
20000,Mainland North America,22100,Texas,22131,Port Lavaca
20000,Mainland North America,22100,Texas,22132,Leon County
20000,Mainland North America,22100,Texas,22133,Lexington
20000,Mainland North America,22100,Texas,22134,Harrisburg
20000,Mainland North America,22100,Texas,22135,Indian Point
20000,Mainland North America,22100,Texas,22136,Liberty County
20000,Mainland North America,22100,Texas,22137,Lubbock County
20000,Mainland North America,22100,Texas,22138,Matagorda
20000,Mainland North America,22100,Texas,22140,Indianola
20000,Mainland North America,22100,Texas,22141,New Braunfels
20000,Mainland North America,22100,Texas,22142,Fort Bend
20000,Mainland North America,22100,Texas,22143,La Salle
20000,Mainland North America,22100,Texas,22144,Laureles
20000,Mainland North America,22100,Texas,22145,Polk County
20000,Mainland North America,22100,Texas,22146,Newton County
20000,Mainland North America,22100,Texas,22147,Victoria County
20000,Mainland North America,22100,Texas,22148,Waco
20000,Mainland North America,22100,Texas,22149,Lavaca Bay
20000,Mainland North America,22100,Texas,22150,Washington County
20000,Mainland North America,22100,Texas,22151,Richmond
20000,Mainland North America,22100,Texas,22152,Linn's Landing
20000,Mainland North America,22100,Texas,22153,Linnville
20000,Mainland North America,22100,Texas,22154,Victoria
20000,Mainland North America,22100,Texas,22155,Woodbury County
20000,Mainland North America,22100,Texas,22156,Corpus Christi
20000,Mainland North America,22100,Texas,22157,Brazoria
20000,Mainland North America,22100,Texas,22158,San Antonio
20000,Mainland North America,22100,Texas,22159,Dallas County
20000,Mainland North America,22100,Texas,22160,Milam County
20000,Mainland North America,22100,Texas,22161,Chapel Hill
20000,Mainland North America,22100,Texas,22162,Wharton
20000,Mainland North America,22100,Texas,22163,San Jacinto
20000,Mainland North America,22100,Texas,22164,Matagorda Bay
20000,Mainland North America,22100,Texas,22165,Port Caddo
20000,Mainland North America,22100,Texas,22166,Port Isabel
20000,Mainland North America,22100,Texas,22167,Powderhorn
20000,Mainland North America,22100,Texas,22168,Quintana
20000,Mainland North America,22100,Texas,22169,Rio Grande
20000,Mainland North America,22100,Texas,22170,Sabine
20000,Mainland North America,22100,Texas,22171,Sabine City
20000,Mainland North America,22100,Texas,22172,Sabine Lake
20000,Mainland North America,22100,Texas,22173,Sabine Pass
20000,Mainland North America,22100,Texas,22174,Sabine River
20000,Mainland North America,22100,Texas,22175,Saluria
20000,Mainland North America,22100,Texas,22176,St. Joseph's Island
20000,Mainland North America,22100,Texas,22177,Velasco
20000,Mainland North America,22100,Texas,22178,Pass Cavallo
20000,Mainland North America,22100,Texas,22199,"Texas, port unspecified"
20000,Mainland North America,23000,California,23099,"California, place unspecified"
20000,Mainland North America,23000,California,24008,Arequipa
30000,Caribbean,31100,Hispaniola,31102,Isabela
30000,Caribbean,31100,Hispaniola,31103,Monte Christi
30000,Caribbean,31100,Hispaniola,31104,Samana
30000,Caribbean,31100,Hispaniola,31106,San Domingo (a) Santo Domingo
30000,Caribbean,31100,Hispaniola,31107,Ocoa
30000,Caribbean,31100,Hispaniola,31108,Nizao
30000,Caribbean,31100,Hispaniola,31109,Puerto de Plata
30000,Caribbean,31100,Hispaniola,31110,Isla Saona
30000,Caribbean,31100,Hispaniola,31199,"Hispaniola, unspecified"
30000,Caribbean,31200,Puerto Rico,31201,San Juan
30000,Caribbean,31200,Puerto Rico,31202,Ponce
30000,Caribbean,31200,Puerto Rico,31203,Guayama
30000,Caribbean,31200,Puerto Rico,31204,San Germán
30000,Caribbean,31200,Puerto Rico,31299,"Puerto Rico, port unspecified"
30000,Caribbean,31300,Cuba,31301,Bahia Honda
30000,Caribbean,31300,Cuba,31302,Banes
30000,Caribbean,31300,Cuba,31303,Cabanas
30000,Caribbean,31300,Cuba,31304,Caibarien
30000,Caribbean,31300,Cuba,31305,Canasí
30000,Caribbean,31300,Cuba,31306,Cardenas
30000,Caribbean,31300,Cuba,31307,Cienfuegos
30000,Caribbean,31300,Cuba,31308,"Cuba, south coast"
30000,Caribbean,31300,Cuba,31309,"Cuba, west coast"
30000,Caribbean,31300,Cuba,31310,Estuary of River Guane
30000,Caribbean,31300,Cuba,31311,Guanimar
30000,Caribbean,31300,Cuba,31312,Havana
30000,Caribbean,31300,Cuba,31313,Isla de Pinas
30000,Caribbean,31300,Cuba,31314,"Magari, Manzanillo"
30000,Caribbean,31300,Cuba,31315,Mariel
30000,Caribbean,31300,Cuba,31316,Matanzas
30000,Caribbean,31300,Cuba,31317,"Matanzas province, north"
30000,Caribbean,31300,Cuba,31318,"Matanzas province, south"
30000,Caribbean,31300,Cuba,31319,Nuevitas
30000,Caribbean,31300,Cuba,31320,Puerto Padre
30000,Caribbean,31300,Cuba,31321,Sagua
30000,Caribbean,31300,Cuba,31322,San Juan de los Remedios
30000,Caribbean,31300,Cuba,31323,Santiago de Cuba
30000,Caribbean,31300,Cuba,31324,Trinidad de Cuba
30000,Caribbean,31300,Cuba,31326,Batabanó
30000,Caribbean,31300,Cuba,31327,Baracoa
30000,Caribbean,31300,Cuba,31328,Punta Macurijes
30000,Caribbean,31300,Cuba,31329,South Keys
30000,Caribbean,31300,Cuba,31330,Puerto Principe
30000,Caribbean,31300,Cuba,31331,Holguín
30000,Caribbean,31300,Cuba,31332,Bacuranao
30000,Caribbean,31300,Cuba,31333,San Jose
30000,Caribbean,31300,Cuba,31334,"San Lazaro, Havana"
30000,Caribbean,31300,Cuba,31399,"Cuba, port unspecified"
30000,Caribbean,31400,Other Spanish Caribbean,31401,San Andrés
30000,Caribbean,31400,Other Spanish Caribbean,31499,"Spanish Caribbean, unspecified"
30000,Caribbean,32100,Dutch Caribbean,32110,Curaçao
30000,Caribbean,32100,Dutch Caribbean,32111,Willemstad
30000,Caribbean,32100,Dutch Caribbean,32120,Aruba
30000,Caribbean,32100,Dutch Caribbean,32130,Bonaire
30000,Caribbean,32100,Dutch Caribbean,32140,St. Maarten
30000,Caribbean,32100,Dutch Caribbean,32141,Cul de Sac (St. Maarten)
30000,Caribbean,32100,Dutch Caribbean,32150,St. Eustatius
30000,Caribbean,32100,Dutch Caribbean,32151,Saba
30000,Caribbean,32100,Dutch Caribbean,32199,"Dutch Caribbean, colony unspecified"
30000,Caribbean,32200,Dutch Guianas,32201,Guiana
30000,Caribbean,32200,Dutch Guianas,32202,Nova Zeelandia (Wild Coast)
30000,Caribbean,32200,Dutch Guianas,32230,Essequibo
30000,Caribbean,32200,Dutch Guianas,32240,"Suriname, place unspecified"
30000,Caribbean,32200,Dutch Guianas,32241,Paramaribo
30000,Caribbean,32200,Dutch Guianas,32250,Berbice
30000,Caribbean,32200,Dutch Guianas,32299,"Dutch Guianas, colony unspecified"
30000,Caribbean,32300,Other Dutch Americas,32301,Bijsterpan
30000,Caribbean,32300,Other Dutch Americas,32399,"Other Dutch Americas, colony unspecified"
30000,Caribbean,33200,Tortola,33299,"Tortola, port unspecified"
30000,Caribbean,33300,Anguilla,33399,"Anguilla, port unspecified"
30000,Caribbean,33400,Antigua,33401,Saint John (Antigua)
30000,Caribbean,33400,Antigua,33402,Barbuda
30000,Caribbean,33400,Antigua,33499,"Antigua, place unspecified"
30000,Caribbean,33500,St. Kitts,33599,"St. Kitts, port unspecified"
30000,Caribbean,33600,Nevis,33601,Newcastle (Nevis)
30000,Caribbean,33600,Nevis,33699,"Nevis, port unspecified"
30000,Caribbean,33700,Montserrat,33799,"Montserrat, port unspecified"
30000,Caribbean,33800,Dominica,33801,Roseau
30000,Caribbean,33800,Dominica,33802,St. Marc
30000,Caribbean,33800,Dominica,33899,"Dominica, place unspecified"
30000,Caribbean,34199,St. Lucia,34199,"St. Lucia, port unspecified"
30000,Caribbean,34200,Barbados,34201,King's Harbour
30000,Caribbean,34200,Barbados,34202,Speightstown
30000,Caribbean,34200,Barbados,34299,"Barbados, place unspecified"
30000,Caribbean,34300,St. Vincent,34399,"St. Vincent, port unspecified"
30000,Caribbean,34400,Grenada,34401,Grand Mal
30000,Caribbean,34400,Grenada,34402,Paraelek
30000,Caribbean,34400,Grenada,34403,Corinth
30000,Caribbean,34400,Grenada,34404,Palmish
30000,Caribbean,34400,Grenada,34405,Morne Delue
30000,Caribbean,34400,Grenada,34406,Providence
30000,Caribbean,34400,Grenada,34407,Clarkes Court
30000,Caribbean,34400,Grenada,34408,Bellevue
30000,Caribbean,34400,Grenada,34409,Revolution Hall
30000,Caribbean,34400,Grenada,34410,St George
30000,Caribbean,34400,Grenada,34411,St. Cyr
30000,Caribbean,34400,Grenada,34412,Resource
30000,Caribbean,34400,Grenada,34413,Hope Vale
30000,Caribbean,34400,Grenada,34414,Hermitage
30000,Caribbean,34400,Grenada,34415,Grand Ance
30000,Caribbean,34400,Grenada,34416,L'Esterre and Columbiere
30000,Caribbean,34400,Grenada,34417,Union
30000,Caribbean,34400,Grenada,34418,Balthazard
30000,Caribbean,34400,Grenada,34419,Bacolets and Isle Rhome
30000,Caribbean,34400,Grenada,34420,River Antoine and Mount Saint Harg
30000,Caribbean,34400,Grenada,34421,Mount Alexander
30000,Caribbean,34400,Grenada,34422,Goodson
30000,Caribbean,34400,Grenada,34423,Caliving
30000,Caribbean,34400,Grenada,34424,Fontenoy
30000,Caribbean,34400,Grenada,34425,Adelphi
30000,Caribbean,34400,Grenada,34426,Rose Mount
30000,Caribbean,34400,Grenada,34427,Mount Pleasant
30000,Caribbean,34400,Grenada,34428,Point Saline
30000,Caribbean,34400,Grenada,34429,Snell Hall
30000,Caribbean,34400,Grenada,34430,La Digue
30000,Caribbean,34400,Grenada,34431,Morne Salone
30000,Caribbean,34400,Grenada,34432,Carriacou
30000,Caribbean,34400,Grenada,34433,Windsor
30000,Caribbean,34400,Grenada,34434,Beausefour
30000,Caribbean,34400,Grenada,34435,Kettle Point
30000,Caribbean,34400,Grenada,34436,Springs
30000,Caribbean,34400,Grenada,34437,Vendôme
30000,Caribbean,34400,Grenada,34438,Florida
30000,Caribbean,34400,Grenada,34439,Carmile
30000,Caribbean,34400,Grenada,34499,"Grenada, place unspecified"
30000,Caribbean,34500,Trinidad,34599,"Trinidad, port unspecified"
30000,Caribbean,34600,Tobago,34601,Zion Hill
30000,Caribbean,34600,Tobago,34699,"Tobago, port unspecified"
30000,Caribbean,35100,Jamaica,35101,Annotto Bay
30000,Caribbean,35100,Jamaica,35102,Antonia
30000,Caribbean,35100,Jamaica,35103,Black River
30000,Caribbean,35100,Jamaica,35104,Falmouth (Jam.)
30000,Caribbean,35100,Jamaica,35105,Lucea (a) St. Lucea
30000,Caribbean,35100,Jamaica,35106,Martha Brae
30000,Caribbean,35100,Jamaica,35107,Montego Bay
30000,Caribbean,35100,Jamaica,35108,Morant Bay
30000,Caribbean,35100,Jamaica,35109,Port Maria
30000,Caribbean,35100,Jamaica,35110,Port Royal
30000,Caribbean,35100,Jamaica,35111,Saint Ann's Bay
30000,Caribbean,35100,Jamaica,35112,Savanna la Mar
30000,Caribbean,35100,Jamaica,35113,Spanish Town
30000,Caribbean,35100,Jamaica,35114,Kingston
30000,Caribbean,35100,Jamaica,35116,Smoaky Hall Plantation Trelawny
30000,Caribbean,35100,Jamaica,35117,Hide Hall Estate Trelawny
30000,Caribbean,35100,Jamaica,35118,Hopewell Estate
30000,Caribbean,35100,Jamaica,35119,Dumfries
30000,Caribbean,35100,Jamaica,35120,Queenbithe Estate
30000,Caribbean,35100,Jamaica,35121,"Killbryde, New Canaan Estate"
30000,Caribbean,35100,Jamaica,35199,"Jamaica, place unspecified"
30000,Caribbean,35200,Bahamas,35201,New Providence
30000,Caribbean,35200,Bahamas,35202,Turk's Island
30000,Caribbean,35200,Bahamas,35203,Nassau
30000,Caribbean,35200,Bahamas,35204,Cat Island
30000,Caribbean,35200,Bahamas,35205,Exuma
30000,Caribbean,35200,Bahamas,35206,Heneague
30000,Caribbean,35200,Bahamas,35299,"Bahamas, port unspecified"
30000,Caribbean,35300,British Guiana,35301,Cumingsberg
30000,Caribbean,35300,British Guiana,35302,Stabroek
30000,Caribbean,35300,British Guiana,35304,Demerara
30000,Caribbean,35300,British Guiana,35305,Kingston (Demerera)
30000,Caribbean,35300,British Guiana,35399,"British Guina, port unspecified"
30000,Caribbean,35400,British Honduras,35401,Mosquito Shore
30000,Caribbean,35400,British Honduras,35499,"British Honduras, port unspecified"
30000,Caribbean,35500,Other British Caribbean,35502,Antigua or Dominica
30000,Caribbean,35500,Other British Caribbean,35503,Barbados and Jamaica
30000,Caribbean,35500,Other British Caribbean,35504,Dominica or Jamaica
30000,Caribbean,35500,Other British Caribbean,35505,Jamaica or St. Kitts
30000,Caribbean,35500,Other British Caribbean,35507,British Leewards
30000,Caribbean,35500,Other British Caribbean,35508,Bermuda
30000,Caribbean,35500,Other British Caribbean,35509,Hamilton (Bermuda)
30000,Caribbean,35500,Other British Caribbean,35510,Becquia
30000,Caribbean,35500,Other British Caribbean,35511,Grand Caymans
30000,Caribbean,35500,Other British Caribbean,35512,Providence Island
30000,Caribbean,35500,Other British Caribbean,35599,"British Caribbean, colony unspecified"
30000,Caribbean,36100,Martinique,36101,Fort-Royale
30000,Caribbean,36100,Martinique,36102,Saint-Pierre
30000,Caribbean,36100,Martinique,36199,"Martinique, place unspecified"
30000,Caribbean,36200,Guadaloupe,36201,Basse-Terre
30000,Caribbean,36200,Guadaloupe,36202,Pointe-à-Pitre
30000,Caribbean,36200,Guadaloupe,36203,Marie-Galante
30000,Caribbean,36200,Guadaloupe,36204,"Grande-Terre, port unspecified"
30000,Caribbean,36200,Guadaloupe,36299,"Guadeloupe, place unspecified"
30000,Caribbean,36300,French Guiana,36301,Cayenne
30000,Caribbean,36300,French Guiana,36302,Oyapock
30000,Caribbean,36300,French Guiana,36399,"French Guiana, port unspecified"
30000,Caribbean,36400,Saint-Domingue,36401,Tortuga
30000,Caribbean,36400,Saint-Domingue,36402,Arcahaie
30000,Caribbean,36400,Saint-Domingue,36403,Cap Français
30000,Caribbean,36400,Saint-Domingue,36404,Cayes (Les)
30000,Caribbean,36400,Saint-Domingue,36405,Cul-de-Sac
30000,Caribbean,36400,Saint-Domingue,36406,Fort Dauphin
30000,Caribbean,36400,Saint-Domingue,36407,Jacmel
30000,Caribbean,36400,Saint-Domingue,36408,Jérémie
30000,Caribbean,36400,Saint-Domingue,36409,Léogane
30000,Caribbean,36400,Saint-Domingue,36410,Môle Saint Nicolas
30000,Caribbean,36400,Saint-Domingue,36411,Petit-Goâve
30000,Caribbean,36400,Saint-Domingue,36412,Port-au-Prince
30000,Caribbean,36400,Saint-Domingue,36413,Port-de-Paix
30000,Caribbean,36400,Saint-Domingue,36414,Saint-Marc
30000,Caribbean,36400,Saint-Domingue,36415,Île à Vache
30000,Caribbean,36400,Saint-Domingue,36416,Cap Tiberon
30000,Caribbean,36400,Saint-Domingue,36420,Gonaïve
30000,Caribbean,36400,Saint-Domingue,36421,Aribonite
30000,Caribbean,36400,Saint-Domingue,36422,Morne Rouge
30000,Caribbean,36400,Saint-Domingue,36423,le Mustic (Moustique)
30000,Caribbean,36400,Saint-Domingue,36424,Boucassin
30000,Caribbean,36400,Saint-Domingue,36425,L'Estère
30000,Caribbean,36400,Saint-Domingue,36426,Mont. de Chanteloup
30000,Caribbean,36400,Saint-Domingue,36427,Port-Margot
30000,Caribbean,36400,Saint-Domingue,36428,Chicahominy
30000,Caribbean,36400,Saint-Domingue,36429,Dondon
30000,Caribbean,36400,Saint-Domingue,36430,Longemalle (Habitation)
30000,Caribbean,36400,Saint-Domingue,36431,Limonade
30000,Caribbean,36400,Saint-Domingue,36432,Fond
30000,Caribbean,36400,Saint-Domingue,36433,Ouanaminthe
30000,Caribbean,36400,Saint-Domingue,36434,Charbonniere
30000,Caribbean,36400,Saint-Domingue,36435,Nippes
30000,Caribbean,36400,Saint-Domingue,36436,Belair
30000,Caribbean,36400,Saint-Domingue,36437,Boucan-Champagne
30000,Caribbean,36400,Saint-Domingue,36438,Petite Anse
30000,Caribbean,36400,Saint-Domingue,36439,Rue Bourbon
30000,Caribbean,36400,Saint-Domingue,36440,Grand Coâve
30000,Caribbean,36400,Saint-Domingue,36442,Bon Repos
30000,Caribbean,36400,Saint-Domingue,36443,Port à l'écu
30000,Caribbean,36400,Saint-Domingue,36444,"Belair, rue de Vaudreuil"
30000,Caribbean,36400,Saint-Domingue,36446,Fond-d'Icaques
30000,Caribbean,36400,Saint-Domingue,36499,"Saint-Domingue, then Haiti, port unspecified"
30000,Caribbean,36500,Other French Caribbean,36599,"French Caribbean, colony unspecified"
30000,Caribbean,37000,Danish West Indies,37010,St. Croix
30000,Caribbean,37000,Danish West Indies,37020,St. Thomas
30000,Caribbean,37000,Danish West Indies,37030,St. John (Virgin Islands)
30000,Caribbean,37000,Danish West Indies,37040,"Spanish Town, British Virgin Islands"
30000,Caribbean,37000,Danish West Indies,37099,"Danish West Indies, colony unspecified"
30000,Caribbean,38100,St. Barthélemy (Sweden),38101,"Gustavia, St. Barthélemy"
30000,Caribbean,38100,St. Barthélemy (Sweden),38199,"St. Barthélemy, port unspecified"
30000,Caribbean,39000,Other Caribbean,39001,Caribbean (colony unspecified)
30000,Caribbean,39000,Other Caribbean,39003,Oric
30000,Caribbean,39000,Other Caribbean,39004,Bottomaneau
30000,Caribbean,39000,Other Caribbean,39040,Bottomaneau (location undetermined)
30000,Caribbean,39000,Other Caribbean,39999,"Caribbean, port unspecified"
40000,Spanish Mainland Americas,41200,Spanish Circum-Caribbean,41201,"New Spain, port unspecified"
40000,Spanish Mainland Americas,41200,Spanish Circum-Caribbean,41202,Campeche
40000,Spanish Mainland Americas,41200,Spanish Circum-Caribbean,41203,Veracruz
40000,Spanish Mainland Americas,41200,Spanish Circum-Caribbean,41204,Guatemala
40000,Spanish Mainland Americas,41200,Spanish Circum-Caribbean,41205,Santo Tomas
40000,Spanish Mainland Americas,41200,Spanish Circum-Caribbean,41206,Portobelo
40000,Spanish Mainland Americas,41200,Spanish Circum-Caribbean,41207,Cartagena
40000,Spanish Mainland Americas,41200,Spanish Circum-Caribbean,41208,Santa Marta
40000,Spanish Mainland Americas,41200,Spanish Circum-Caribbean,41210,"Venezuela, port unspecified"
40000,Spanish Mainland Americas,41200,Spanish Circum-Caribbean,41211,Borburata
40000,Spanish Mainland Americas,41200,Spanish Circum-Caribbean,41212,Caracas
40000,Spanish Mainland Americas,41200,Spanish Circum-Caribbean,41213,Cumana
40000,Spanish Mainland Americas,41200,Spanish Circum-Caribbean,41214,La Guaira
40000,Spanish Mainland Americas,41200,Spanish Circum-Caribbean,41215,Margarita
40000,Spanish Mainland Americas,41200,Spanish Circum-Caribbean,41216,Orinoko
40000,Spanish Mainland Americas,41200,Spanish Circum-Caribbean,41217,Rio de la Hacha
40000,Spanish Mainland Americas,41200,Spanish Circum-Caribbean,41218,Darien
40000,Spanish Mainland Americas,41200,Spanish Circum-Caribbean,41219,Nombre de Dios
40000,Spanish Mainland Americas,41200,Spanish Circum-Caribbean,41220,Rattan (a) Roatán
40000,Spanish Mainland Americas,41200,Spanish Circum-Caribbean,41221,Puerto Cabello
40000,Spanish Mainland Americas,41200,Spanish Circum-Caribbean,41222,Isla de Aves
40000,Spanish Mainland Americas,41200,Spanish Circum-Caribbean,41223,Coro
40000,Spanish Mainland Americas,41200,Spanish Circum-Caribbean,41224,Maracaibo
40000,Spanish Mainland Americas,41200,Spanish Circum-Caribbean,41225,Nueva Barcelona
40000,Spanish Mainland Americas,41200,Spanish Circum-Caribbean,41226,"Guayana, Venezuela"
40000,Spanish Mainland Americas,41200,Spanish Circum-Caribbean,41227,Caracas Coast and Tucacas
40000,Spanish Mainland Americas,41200,Spanish Circum-Caribbean,41228,San Juan de los Cayos
40000,Spanish Mainland Americas,41200,Spanish Circum-Caribbean,41229,"Tortuga Island, Venezuela"
40000,Spanish Mainland Americas,41200,Spanish Circum-Caribbean,41231,San Felipe
40000,Spanish Mainland Americas,41200,Spanish Circum-Caribbean,41232,El Salvador
40000,Spanish Mainland Americas,41200,Spanish Circum-Caribbean,41252,"Trujillo, Honduras"
40000,Spanish Mainland Americas,41200,Spanish Circum-Caribbean,41253,Puerto de Caballos (Puerto Cortes)
40000,Spanish Mainland Americas,41200,Spanish Circum-Caribbean,41297,"Panama, Port unspecified"
40000,Spanish Mainland Americas,41200,Spanish Circum-Caribbean,41298,"Honduras, port unspecified"
40000,Spanish Mainland Americas,41200,Spanish Circum-Caribbean,41299,"Spanish Circum-Caribbean,unspecified"
40000,Spanish Mainland Americas,41200,Spanish Circum-Caribbean,42001,Buenos Aires
40000,Spanish Mainland Americas,41200,Spanish Circum-Caribbean,42002,Montevideo
40000,Spanish Mainland Americas,41200,Spanish Circum-Caribbean,42003,Colonia de Sacramento
40000,Spanish Mainland Americas,41200,Spanish Circum-Caribbean,42004,Maldonado
40000,Spanish Mainland Americas,41200,Spanish Circum-Caribbean,42005,Río Negro
40000,Spanish Mainland Americas,41200,Spanish Circum-Caribbean,42006,Buceo
40000,Spanish Mainland Americas,41200,Spanish Circum-Caribbean,42007,Punta del Este
40000,Spanish Mainland Americas,41200,Spanish Circum-Caribbean,42014,Asunción
40000,Spanish Mainland Americas,41200,Spanish Circum-Caribbean,42015,Concepción del Uruguay
40000,Spanish Mainland Americas,41200,Spanish Circum-Caribbean,42016,Curupaity
40000,Spanish Mainland Americas,41200,Spanish Circum-Caribbean,42017,Gualeguay
40000,Spanish Mainland Americas,41200,Spanish Circum-Caribbean,42018,Humaitá
40000,Spanish Mainland Americas,41200,Spanish Circum-Caribbean,42099,"Rio de la Plata, port unspecified"
40000,Spanish Mainland Americas,43000,Peru,43000,Peru
40000,Spanish Mainland Americas,43000,Peru,43001,Lima
40000,Spanish Mainland Americas,43000,Peru,43002,"Ica, Peru"
40000,Spanish Mainland Americas,43000,Peru,43099,"Peru, port unspecified"
40000,Spanish Mainland Americas,44000,Chile,44001,Valparaiso
40000,Spanish Mainland Americas,44000,Chile,44002,Talcahuano
40000,Spanish Mainland Americas,45000,Ecuador,45099,"Ecuador, port unspecified"
40000,Spanish Mainland Americas,46000,Pacific Central America,46001,Panama City
50000,Brazil,50100,Amazonia,50101,Portos do Norte
50000,Brazil,50100,Amazonia,50102,Maranhão
50000,Brazil,50100,Amazonia,50103,Pará
50000,Brazil,50100,Amazonia,50104,Guajano
50000,Brazil,50100,Amazonia,50105,Rio Amazona
50000,Brazil,50100,Amazonia,50106,"Ceará, port unspecified"
50000,Brazil,50100,Amazonia,50107,Macapá
50000,Brazil,50100,Amazonia,50108,Belém
50000,Brazil,50100,Amazonia,50109,São Luis
50000,Brazil,50100,Amazonia,50110,Aracaty
50000,Brazil,50100,Amazonia,50111,Tapajé
50000,Brazil,50100,Amazonia,50112,Manaus
50000,Brazil,50100,Amazonia,50199,"Amazonia, port unspecified"
50000,Brazil,50200,Bahia,50201,Pôrto Seguro
50000,Brazil,50200,Bahia,50202,Rio Real
50000,Brazil,50200,Bahia,50203,Rio São Francisco
50000,Brazil,50200,Bahia,50204,Taipu
50000,Brazil,50200,Bahia,50205,Alcobaça
50000,Brazil,50200,Bahia,50206,Aldeia Velha
50000,Brazil,50200,Bahia,50207,Aracaju
50000,Brazil,50200,Bahia,50208,Belmonte
50000,Brazil,50200,Bahia,50209,Boaventura
50000,Brazil,50200,Bahia,50210,Canavieiras
50000,Brazil,50200,Bahia,50211,Caravelas
50000,Brazil,50200,Bahia,50212,"Caravelas, Mucuri e Vitória"
50000,Brazil,50200,Bahia,50213,Estância
50000,Brazil,50200,Bahia,50214,Ilhéus
50000,Brazil,50200,Bahia,50215,Laranjeiras
50000,Brazil,50200,Bahia,50216,Mucuri
50000,Brazil,50200,Bahia,50217,Rio Cotinguiba
50000,Brazil,50200,Bahia,50218,Santa Cruz
50000,Brazil,50200,Bahia,50219,"Sergipe, place unspecified"
50000,Brazil,50200,Bahia,50220,Valença
50000,Brazil,50200,Bahia,50221,Vila Viçosa
50000,Brazil,50200,Bahia,50222,Maguay
50000,Brazil,50200,Bahia,50223,Prado
50000,Brazil,50200,Bahia,50299,"Bahia, place unspecified"
50000,Brazil,50300,Pernambuco,50301,"Alagoas, place unspecified"
50000,Brazil,50300,Pernambuco,50302,Ilha de Itamaric
50000,Brazil,50300,Pernambuco,50303,Maceió
50000,Brazil,50300,Pernambuco,50304,Catuamo and Maria Farinha
50000,Brazil,50300,Pernambuco,50305,Porto de Galinhas
50000,Brazil,50300,Pernambuco,50306,Paraíba
50000,Brazil,50300,Pernambuco,50307,Rio Grande do Norte
50000,Brazil,50300,Pernambuco,50308,Açu
50000,Brazil,50300,Pernambuco,50309,Fernando de Noronha
50000,Brazil,50300,Pernambuco,50310,Patacho
